应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C100277151,小呼吸,社交通讯,广州心娱网络科技有限公司,23.74MB,3.5.5,2019-08-05,score_9,86万次,小呼吸是一款深受年轻人喜欢的语音交友APP,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1b669ce0775149cc80b9c0dc293d2e4c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1b/1b669ce0775149cc80b9c0dc293d2e4c/com.tianxin.xhx.1908051042.apk?sign=portal@portal1565010621774&source=portalsite&maple=0,2019-08-05
C100905709,蜜桃约聊,社交通讯,安徽觅柏网络科技有限公司,25.39MB,4.2.2,2019-08-05,score_0,<10000次,秒约同城高颜值异性，新一代成人交友约会平台！带你告别无聊，从此生活美滋滋！在这里发布动态分享生活点点滴滴、在这里遇见有趣的人和有趣的事。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2ec053b3d7ce42c7a0516b7be22f4785.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2e/2ec053b3d7ce42c7a0516b7be22f4785/com.mbay.uyxface.1907311044.apk?sign=portal@portal1565010623373&source=portalsite&maple=0,2019-08-05
C100651863,集币头条,社交通讯,浙江易金集团有限公司,23.37MB,2.0.0,2019-08-05,score_2,<10000次,集币头条平台是面向钱币投资收藏行业的爱好、投资、收藏的个人、企业或机构（扮演会员、个人头条号和企业头条号的角色），研发用户使用的移动端APP和Web端及运营用的后台管理系统，以满足目标用户对钱币行业资讯与行情的需求。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/176505004a834c7dbf098297991cbd68.png,http://appdlc.hicloud.com/dl/appdl/application/apk/17/176505004a834c7dbf098297991cbd68/com.jibi.toutiao.1908051059.apk?sign=portal@portal1565010624585&source=portalsite&maple=0,2019-08-05
C100587963,广信,社交通讯,李腾,23.74MB,1.3,2019-08-05,score_0,<10000次,广信APP是一款能将用户消息全方位定位的手机通讯类应用，你可以将消息定位给你需要的群体，能帮助你轻松的解决生活及工作中的各类问题，你通过广信可以发送投票、问答、以及普通定位消息，可让你的问题快捷、精确得到解决。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d13e3b60ad034fc18b449149f9475333.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d1/d13e3b60ad034fc18b449149f9475333/com.lt.www.liteng.1908021418.apk?sign=portal@portal1565010625842&source=portalsite&maple=0,2019-08-05
C100541063,宠优优,社交通讯,武汉兑鹿科技有限公司,45.29MB,1.9.1,2019-08-05,score_10,21万次,宠优优是宠物爱好者的线上交流社区，懂宠物的喵星人和汪星人都在这里扎堆。记录并分享你的养宠生活、铲屎官的快乐和酸楚、宠物优养攻略、优质宠粮及宠物用品评测、养宠问题咨询、训练宠物教程、自制宠物零食及私家厨房狗粮猫粮制作技巧等等。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/30bc7fecbf424a7da637bd66e88bc5d4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/30/30bc7fecbf424a7da637bd66e88bc5d4/com.dealuck.cyy.1908031903.apk?sign=portal@portal1565010626416&source=portalsite&maple=0,2019-08-05
C10522088,小小时光教师版,社交通讯,北京小禾青青信息技术有限公司,32.22MB,1.5.7,2019-08-05,score_0,1万次,致力于打造幼儿园健康、透明的育儿环境，增强园所与家长的交流粘度，促进家园关系。1）到园、离园通知宝宝到园和离园，老师可及时向家长发送通知。2）宝宝相册记录宝宝精彩瞬间，无论宝宝开怀大笑、古灵精怪、萌萌哒，一一记载在册，实时分享宝宝状态和心情。3）班级公告班级的动态和活动等公告，一次发送给全部家长！4）班级互动面对萌萌的宝宝们，你可以发表你的想法、你的心情，给个赞让宝宝再接再厉！班级圈子内与家长互动互评，沟通看法和收集反馈，促进客户关系管理水平。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f317eb21ae754de7a6329832d251dbfe.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f3/f317eb21ae754de7a6329832d251dbfe/com.xh.teacher.1907292115.apk?sign=portal@portal1565010627012&source=portalsite&maple=0,2019-08-05
C100735767,徒遇,社交通讯,深圳市神灯网络科技有限公司,28.33MB,1.6.4,2019-08-05,score_0,1万次,徒遇APP提供一种健康休闲、轻松自由的交友脱单方式。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e43f5a5b711c4f38a397550c67ad3199.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e4/e43f5a5b711c4f38a397550c67ad3199/com.qcshendeng.toyo.1908021031.apk?sign=portal@portal1565010627574&source=portalsite&maple=0,2019-08-05
C100711785,泰剧社,社交通讯,苏州小块头网络科技有限公司,35.29MB,1.0.6,2019-08-05,score_3,21万次,泰剧社是专业的看剧话题爱好者资讯平台，分享各种泰剧、国产剧、日韩剧，美剧等话题内容，泰剧粉丝，日韩剧粉丝友鼎力推荐！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3a18c09debeb4b0a870bcb262aff64b9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3a/3a18c09debeb4b0a870bcb262aff64b9/com.taiju.taijs.1908051510.apk?sign=portal@portal1565010628133&source=portalsite&maple=0,2019-08-05
C100164999,全民吃瓜,社交通讯,深圳市全民点游科技有限公司,37.84MB,3.5.4,2019-08-05,score_8,2万次,打造最流行的吃瓜群众聚集地，建立瓜友之间值得信赖的“轻社交”平台，致力于提供给瓜友们更好的互动方式。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/14c0a03393fa46ac9e862f960340cd3d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/14/14c0a03393fa46ac9e862f960340cd3d/com.dianyou.app.market.dyclient.1908051129.apk?sign=portal@portal1565010628746&source=portalsite&maple=0,2019-08-05
C10513944,江夏TV,社交通讯,武汉市江夏区电视台（武汉市江夏区人民广播电台）,49.06MB,4.6.7,2019-08-05,score_6,3万次,江夏人江夏事，好吃好玩好精彩，江夏人吃喝玩乐、新闻爆料、福利领取、江夏电视台节目观看、房屋、二手、交友相亲、亲子培训、线上线下活动、记者跑腿等各种在江夏生活必了解的额一个市民互动交流客户端，江夏广播电视台官方出品。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/de06499ba3c54674a9918185765a3cd9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/de/de06499ba3c54674a9918185765a3cd9/com.appbyme.app197173.1908021841.apk?sign=portal@portal1565010629360&source=portalsite&maple=0,2019-08-05
C100260133,JOIN,社交通讯,北京欢乐时间网络科技有限公司,81.61MB,v5.0.7.2,2019-08-05,score_8,25万次,JOIN是一款专为年轻人设计的高质量社交App。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/08620b738805467fb7144ff2ae8f2edb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/08/08620b738805467fb7144ff2ae8f2edb/com.guduzhengjiu.join.1908051009.apk?sign=portal@portal1565010630067&source=portalsite&maple=0,2019-08-05
C10798353,羽鳞军,社交通讯,深圳市爬爬宠物科技有限公司,57.58MB,3.1.51,2019-08-05,score_10,<10000次,一款提供在线诊疗宠物的平台。用户注册账号后可以在app上添加自己的宠物，并且可以绑定专属的硬件与平台直接联系，让你的宠物随时都在身边。一款提供在线诊疗宠物的平台。用户注册账号后可以在app上添加自己的宠物，并且可以绑定专属的硬件与平台直接联系，让你的宠物随时都在身边。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bc2fa93f5f604dd3b7576d4eebcdb6fb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bc/bc2fa93f5f604dd3b7576d4eebcdb6fb/com.chanxa.smart_monitor.1908031543.apk?sign=portal@portal1565010630669&source=portalsite&maple=0,2019-08-05
C100389403,假装CP情侣社交软件,社交通讯,北京洪力东生科技有限责任公司,36.10MB,1.9.0,2019-08-05,score_9,66万次,假装CP是一款超人气多人实时语音交友情侣处cp软件，一起玩吧！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/44356c02c5b543c4a833ecec6e7390b9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/44/44356c02c5b543c4a833ecec6e7390b9/com.hlds.cp.1908032010.apk?sign=portal@portal1565010631211&source=portalsite&maple=0,2019-08-05
C100554533,Dope,社交通讯,北京下一个科技发展有限公司,36.62MB,2.0.6,2019-08-05,score_2,<10000次,来Dope，用兴趣认识自己人,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b1446b369d9c4317b8ac85cd0be602d4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b1/b1446b369d9c4317b8ac85cd0be602d4/com.example.android.dope.1908022121.apk?sign=portal@portal1565010631726&source=portalsite&maple=0,2019-08-05
C100520623,迷你盒子,社交通讯,深圳市迷你玩科技有限公司,17.77MB,2.5.4,2019-08-05,score_10,33万次,迷你盒子,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/719a1c2e5c5c490bacb4de9f548b1047.png,http://appdlc.hicloud.com/dl/appdl/application/apk/71/719a1c2e5c5c490bacb4de9f548b1047/com.app.Minibox.1908051158.apk?sign=portal@portal1565010632381&source=portalsite&maple=0,2019-08-05
C100282285,颜+,社交通讯,上海赏妆网络科技有限公司,67.82MB,4.2.0,2019-08-05,score_3,2万次,1、上万支AI模拟口红上唇试色，随时随地精确、真实地在线口红试色；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0de99e95e40b4b66bbcb1b3982fad9ff.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0d/0de99e95e40b4b66bbcb1b3982fad9ff/com.kouhonggui.androidproject.1908051003.apk?sign=portal@portal1565010633057&source=portalsite&maple=0,2019-08-05
C100718315,百家传记,社交通讯,西安奥强网络科技有限公司,74.59MB,1.2.2,2019-08-05,score_0,<10000次,百家传记主要以家庭、文化、孝道、传承、社区为整合的社交软件，通过网络，家族内部的交流，协作、沟通更为方便快捷，记录祖辈珍贵经历，是家族成员链接的纽带，让家族事迹传承千古，一款备受青老年喜爱的社交软件!,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/abc5c8e9ce94492988ca481a2d338ff3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ab/abc5c8e9ce94492988ca481a2d338ff3/com.a1478657523.qvz.1908031606.apk?sign=portal@portal1565010633607&source=portalsite&maple=0,2019-08-05
C100985041,菲易网,社交通讯,成都东润优享科技有限公司,37.06MB,1.2,2019-08-05,score_0,<10000次,菲易网是菲律宾华人线上交流社区，在这里，你可以发表自己的观点，可以获取最新的菲律宾资讯，可以融入最热闹的菲律宾华人圈子，可以找到志同道合的朋友。我们还不定期举办官方线下活动，外出旅行，徒步登山等，让在菲律宾的你能够获得更多的生活乐趣。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b153f838cd044a90b75fde4a079fcdf1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b1/b153f838cd044a90b75fde4a079fcdf1/com.feiyiwang.forum.1908021544.apk?sign=portal@portal1565010634235&source=portalsite&maple=0,2019-08-05
C10458092,好运盘,社交通讯,北京中奥伍福投资股份有限公司,54.58MB,7.43,2019-08-05,score_10,18万次,伍福好运盘蕴含了伍福文化（长寿、富贵、康宁、好德、善终）与九太极智慧修炼体系——太极三十六智，它不仅是好运的标志，还能帮助你在迷途困惑中指引方向，解决信仰寄托，引领我们福慧双修。每天祈福，丰富时间碎片，丰富人生信仰，践行伍福，积蓄暗能量，实现伍福梦。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/524b867a4d834b81bae2f059acef9d96.png,http://appdlc.hicloud.com/dl/appdl/application/apk/52/524b867a4d834b81bae2f059acef9d96/com.wufu.hyp.1908051001.apk?sign=portal@portal1565010634800&source=portalsite&maple=0,2019-08-05
C100302783,面具公园,社交通讯,东莞市面具网络科技有限公司,32.17MB,6.2,2019-08-05,score_10,49万次,面具公园是一个快速可靠的交友平台，在这里可以结识到真实可靠的朋友，可以一起看电影、唱歌、运动等。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b7d5525aeb99426580075d289e7188a1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b7/b7d5525aeb99426580075d289e7188a1/com.maskpark.1908032237.apk?sign=portal@portal1565010635926&source=portalsite&maple=0,2019-08-05
C100351077,同城陌恋爱约,社交通讯,北京聚智在线科技有限责任公司,9.72MB,1.1.4,2019-08-05,score_9,51万次,在线同城交友、找对象、恋爱、婚恋、约会必备社交约会APP支持即时通讯功能，随时聊天。通过附近的人功能发现更多朋友，与附近人交流，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4e3e5b31779d4f45933ee395fbb37e21.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4e/4e3e5b31779d4f45933ee395fbb37e21/com.yueqilai.yue.1908050952.apk?sign=portal@portal1565010636518&source=portalsite&maple=0,2019-08-05
C10223677,花熊表情包,社交通讯,杭州花熊科技有限公司,37.25MB,4.0.7,2019-08-05,score_8,87万次,中国第五大发明——表情包生产基地,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/44b7371f08124eb9937862cce07f05fd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/44/44b7371f08124eb9937862cce07f05fd/cn.toput.hx.1908050959.apk?sign=portal@portal1565010637329&source=portalsite&maple=0,2019-08-05
C100148965,SUGAR苏格,社交通讯,东莞市最佳拍档网络科技有限公司,67.00MB,3.6,2019-08-05,score_9,74万次,SUGAR苏格是一个为你实现愿望的社交App，据说许下恋爱愿望的人大多都脱单了！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b0f5abfde5c84f5a995a64206b882d14.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b0/b0f5abfde5c84f5a995a64206b882d14/club.sugar5.app.1908032306.apk?sign=portal@portal1565010637863&source=portalsite&maple=0,2019-08-05
C10183454,Blued,社交通讯,北京蓝城兄弟文化传媒有限公司,63.05MB,6.9.2,2019-08-05,score_5,4338万次,【产品介绍】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e57d186e86474fc482ed9ef85a3f2183.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e5/e57d186e86474fc482ed9ef85a3f2183/com.soft.blued.1908051443.apk?sign=portal@portal1565010638534&source=portalsite&maple=0,2019-08-05
C100439869,小耳朵语聊,社交通讯,成都竞游玩网络科技有限公司,70.82MB,1.6.1,2019-08-05,score_10,115万次,厌倦朋友圈？就来小耳朵，年轻人都在玩的语音社交APP,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b964284904794fd685409986c7d4487d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b9/b964284904794fd685409986c7d4487d/com.jyy.xiaoErduo.1908021737.apk?sign=portal@portal1565010639083&source=portalsite&maple=0,2019-08-05
C100668195,很皮语音包,社交通讯,广州清蝉网络科技有限公司,29.17MB,2.5.5,2019-08-05,score_6,431万次,抖音快手B站中火得一批的语音包app！每天都有全新语音包上架！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b51a105208e34b6dbec0a0c9c0679aca.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b5/b51a105208e34b6dbec0a0c9c0679aca/com.coolf.mosheng.1908051012.apk?sign=portal@portal1565010639698&source=portalsite&maple=0,2019-08-05
C100973325,爆谷,社交通讯,东莞市乐游网络科技有限公司,10.70MB,1.0.0,2019-08-05,score_0,<10000次,爆谷是能为二次元角色打榜应援的app！同时也是超人气二次元交流社区，充满爱~的ACGN大家庭！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/536106dba51e452b9b1e1e7153fcbc32.png,http://appdlc.hicloud.com/dl/appdl/application/apk/53/536106dba51e452b9b1e1e7153fcbc32/com.leyou.baogu.1907311010.apk?sign=portal@portal1565010640909&source=portalsite&maple=0,2019-08-05
C100869709,颜值哒,社交通讯,郑州十一人网络科技有限公司,16.20MB,1.2.0,2019-08-05,score_2,1万次,颜值哒，一款专业又好玩的肌肤管理App，提供免费在线肌肤问答、AI肌肤检测、多种护肤问答分类搜索、N多护肤大V全天坐镇，是爱美人士护肤交流的不二选择！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e8d2123983624362bcace1699773db8b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e8d2123983624362bcace1699773db8b/com.example.yanzhiapp.1908031018.apk?sign=portal@portal1565010641481&source=portalsite&maple=0,2019-08-05
